1つ	ヒトツ
眉間	ミケン
看守	カンシュ
看板	カンバン
看護婦	カンゴフ
県	ケン
県会	ケンカイ
県庁	ケンチョウ
真	シン
真っ裸	マッパダカ
真一文字	マイチモンジ
真下	マシタ
真中	マンナカ
真丸	マンマル
真人間	マニンゲン
真先	マッサキ
真向	マッコウ
真夏	マナツ
真宗	シンシュウ
真実	シンジツ
真心	マゴコロ
真情	シンジョウ
真正	シンセイ
真正面	マッショウメン
真珠	シンジュ
真理	シンリ
真相	シンソウ
真空	シンクウ
真赤	マッカ
真鍮	シンチュウ
真面目	マジメ
真顔	マガオ
真黒	マックロ
眠り	ネムリ
眠気	ネムケ
眩暈	メマイ
眷属	ケンゾク
眷顧	ケンコ
眺め	ナガメ
眼	メ
眼下	ガンカ
眼中	ガンチュウ
眼前	ガンゼン
眼球	ガンキュウ
眼窩	ガンカ
眼識	ガンシキ
眼鏡	メガネ
着倒れ	キダオレ
着物	キモノ
睡蓮	スイレン
睨み	ニラミ
瞬時	シュンジ
瞭然	リョウゼン
瞳	ヒトミ
瞳孔	ドウコウ
瞼	マブタ
矢	ヤ
知	チ
知らせ	シラセ
知らぬ顔	シラヌカオ
知らん振り	シランプリ
知らん顔	シランカオ
知り合い	シリアイ
知るべ	シルベ
知事	チジ
知人	チジン
知名	チメイ
知己	チキ
知識	チシキ
短	タン
短冊	タンザク
短文	タンブン
短日月	タンジツゲツ
短歌	タンカ
短篇	タンペン
短評	タンピョウ
石	イシ
石塔	セキトウ
石壁	イシカベ
石榴	ザクロ
石橋	イシバシ
石段	イシダン
石油	セキユ
石火	セッカ
石灰	セッカイ
石炭	セキタン
石造	セキゾウ
石鹸	セッケン
砂	スナ
砂利	ジャリ
砂地	スナジ
砂子	スナゴ
砂浜	スナハマ
砂糖	サトウ
砂金	シャキン
砲丸	ホウガン
砲兵	ホウヘイ
砲手	ホウシュ
砲火	ホウカ
砲術	ホウジュツ
破れ	ヤブレ
破天荒	ハテンコウ
破片	ハヘン
破談	ハダン
硝子	ガラス
硫黄	イオウ
硯	スズリ
碁	ゴ
碁盤	ゴバン
碁石	ゴイシ
碌	ロク
碌々	ロクロク
碍子	ガイシ
碑	イシブミ
碗	ワン
確然	カクゼン
磁力	ジリョク
磁気	ジキ
磔	ハリツケ
磯	イソ
礫	ツブテ
礼	レイ
礼儀	レイギ
礼服	レイフク
社	シャ
社交	シャコウ
社会	シャカイ
社員	シャイン
祈り	イノリ
祐筆	ユウヒツ
祖	ソ
祖母	ソボ
祖父	ソフ
祝	シュク
祝勝	シュクショウ
祝宴	シュクエン
祝捷	シュクショウ
祝言	シュウゲン
祝詞	ノリト
神	カミ
神さま	カミサマ
神仏	シンブツ
神国	シンコク
神宮	ジングウ
神楽	カグラ
神様	カミサマ
神社	ジンジャ
神祇	ジンギ
神秘	シンピ
神経	シンケイ
神聖	シンセイ
神輿	シンヨ
神酒	ミキ
神頼み	カミダノミ
祭り	マツリ
祭壇	サイダン
祭日	サイジツ
禅	ゼン
禅学	ゼンガク
禅宗	ゼンシュウ
禅家	ゼンケ
禅師	ゼンジ
禍	ワザワイ
福	フク
福音	フクイン
禿	カムロ
禿頭	ハゲアタマ
秀才	シュウサイ
私儀	ワタクシギ
私情	シジョウ
私立	シリツ
秋	アキ
秋冷	シュウレイ
秋風	アキカゼ
科	カ
科学	カガク
秘密	ヒミツ
秘法	ヒホウ
秘術	ヒジュツ
秩序	チツジョ
移り	ウツリ
稀代	キタイ
稀少	キショウ
程度	テイド
税	ゼイ
稚気	チキ
稜	リョウ
種	タネ
種々	シュジュ
種取り	タネトリ
種子	シュシ
種族	シュゾク
種類	シュルイ
稲	イネ
稲作	イナサク
稲光	イナビカリ
稲妻	イナヅマ
稿	コウ
稿本	コウホン
穀潰し	ゴクツブシ
穀物	コクモツ
穂	ホ
積	セキ
積みかさね	ツミカサネ
積り	ツモリ
穴	アナ
穴あけ	アナアケ
空	ソラ
空々	クウクウ
空い	クウイ
空中	クウチュウ
空前	クウゼン
空名	クウメイ
空地	クウチ
空室	アキシツ
空家	アキヤ
空席	クウセキ
空模様	ソラモヨウ
空気	クウキ
空漠	クウバク
空白	クウハク
空缶	アキカン
空腹	クウフク
空虚	クウキョ
空豆	ソラマメ
空間	クウカン
突かけ	ツッカケ
突き	ツキ
突き当り	ツキアタリ
突ッ込	ツッコミ
突込	ツッコミ
窓	マド
窮境	キュウキョウ
窮屈	キュウクツ
窮措大	キュウソダイ
竈	カマド
立ち	タチ
立つ瀬	タツセ
立て	ダテ
立ん坊	タチンボウ
立場	タチバ
立方	リッポウ
立木	タチキ
立膝	タテヒザ
立葵	タチアオイ
竜	リュウ
竜宮	リュウグウ
竜胆	リンドウ
竜頭蛇尾	リュウトウダビ
章魚	タコ
童女	ドウジョ
童子	ドウジ
竪	タテ
竪琴	タテゴト
端	ハジ
端書	ハシガキ
端渓	タンケイ
端緒	タンショ
競馬	ケイバ
竹	タケ
竹刀	シナイ
竹林	チクリン
竹槍	タケヤリ
竹輪	チクワ
竿	サオ
笊	ザル
笊蕎麦	ザルソバ
笑い	ワライ
笑いごと	ワライゴト
笑い事	ワライゴト
笑い声	ワライゴエ
笑い草	ワライグサ
笑声	ショウセイ
笑顔	エガオ
笛	フエ
笞	ムチ
笠	カサ
符	フ
第一歩	ダイイッポ
第一流	ダイイチリュウ
第一義	ダイイチギ
笹	ササ
笹原	ササハラ
筆	フデ
筆太	フデブト
筆法	ヒッポウ
筆硯	ヒッケン
筆箱	フデバコ
筆致	ヒッチ
筋	スジ
筋肉	キンニク
筋道	スジミチ
筍	タケノコ
筒	ツツ
筒袖	ツツソデ
答	コタエ
答え	コタエ
答案	トウアン
策	サク
筧	カケイ
箆	ヘラ
箇所	カショ
箍	タガ
箒	ホウキ
箔	ハク
算盤	ソロバン
算術	サンジュツ
管	カン
箪笥	タンス
箱	ハコ
箸	ハシ
節	フシ
節奏	セッソウ
節季	セッキ
範囲	ハンイ
築地	ツキジ
築山	ツキヤマ
篤実	トクジツ
篦棒	ベラボウ
簀	ス
簡便	カンベン
籍	セキ
籐椅子	トウイス
籠	カゴ
米	ベイ
米粒	コメツブ
粉	コナ
粉薬	コグスリ
粋	イキ
粒	ツブ
粗悪	ソアク
粗末	ソマツ
粗葉	ソハ
粛然	シュクゼン
粛粛	シュクシュク
粟粒	アワツブ
粥	カユ
精	セイ
精力	セイリョク
精根	セイコン
精神	セイシン
精神病	セイシンビョウ
糅	カテ
糊	ノリ
糊口	ココウ
糞	クソ
糞度胸	クソドキョウ
糟	カス
糠	ヌカ
糠味噌	ヌカミソ
糠漬け	ヌカヅケ
糸	イト
糸巻	イトマキ
糸瓜	ヘチマ
糸織	イトオリ
系図	ケイズ
系統	ケイトウ
紅	ベニ
紅梅	コウバイ
紅涙	コウルイ
紅白	コウハク
紅色	コウショク
紅茶	コウチャ
紋	モン
紋付	モンツキ
納	オサメ
納戸	ナンド
紐	ヒモ
純然	ジュンゼン
純粋	ジュンスイ
紙	カミ
紙きれ	カミキレ
紙上	シジョウ
紙切れ	カミキレ
紙屑	カミクズ
紙幣	シヘイ
紙燭	シソク
紙片	シヘン
紙袋	カミブクロ
紙鳶	イカノボリ
級	キュウ
級友	キュウユウ
紛々	フンプン
紛れ	マギレ
素	モト
素人	シロウト
素性	ソセイ
素振	ソブリ
素肌	スハダ
素袷	スアワセ
素足	スアシ
索然	サクゼン
紫	ムラサキ
紫いろ	ムラサキイロ
紫檀	シタン
紫色	ムラサキイロ
紫蘇	シソ
紬	ツムギ
累々	ルイルイ
細君	サイクン
細大	サイダイ
細字	サイジ
細工	ザイク
細目	ホソメ
細胞	サイボウ
細道	ホソミチ
紳士	シンシ
紺	コン
紺屋	コンヤ
終	オワリ
終り	オワリ
終局	シュウキョク
終身	シュウシン
組	クミ
経	ケイ
経歴	ケイレキ
経済	ケイザイ
経緯	ケイイ
結	ユイ
結び	ムスビ
結び目	ムスビメ
結城紬	ユウキツムギ
結婚式	ケッコンシキ
結末	ケツマツ
絛虫	サナダムシ
絞首	コウシュ
絢爛	ケンラン
絣	カスリ
絨緞	ジュウタン
絵	エ
絵の具	エノグ
絵巻物	エマキモノ
絵師	エシ
絵本	エホン
絵画	カイガ
絵筆	エフデ
絵葉書	エハガキ
絶体絶命	ゼッタイゼツメイ
絶壁	ゼッペキ
絶後	ゼツゴ
絶景	ゼッケイ
絶間	タエマ
絹	キヌ
継ぎ	ツギ
継子あつかい	ママコアツカイ
継母	ケイボ
続き	ツヅキ
続きあい	ツヅキアイ
続けざま	ツヅケザマ
続け様	ツヅケザマ
維新	イシン
綱	ツナ
綱渡り	ツナワタリ
綱目	コウモク
綱要	コウヨウ
網棚	アミダナ
綴	ツヅリ
綴り	ツヅリ
綺羅	キラ
綿	メン
綿ネル	メンネル
綿入	ワタイレ
緋	ヒ
総	ソウ
総代	ソウダイ
総会	ソウカイ
総数	ソウスウ
総身	ソウシン
総長	ソウチョウ
緑	ミドリ
緑いろ	ミドリイロ
緒	イトグチ
線	セン
線路	センロ
線香	センコウ
緞帳役者	ドンチョウヤクシャ
締切	シメキリ
編上	アミアゲ
編者	ヘンシャ
練	ネリ
練兵	レンペイ
縁	エン
縁側	エンガワ
縁台	エンダイ
縁故	エンコ
縁日	エンニチ
縁組	エングミ
縁談	エンダン
縁辺	エンペン
縄	ナワ
縄張	ナワバリ
縄張り	ナワバリ
縄暖簾	ナワノレン
縞	シマ
縦	タテ
縦列	ジュウレツ
縦横	ジュウオウ
縦隊	ジュウタイ
縫い	ヌイ
縫いぐるみ	ヌイグルミ
縫い代	ヌイシロ
縫い目	ヌイメ
縫針	ヌイバリ
縮緬	チリメン
繊維	センイ
繞	ニョウ
繰り言	クリゴト
繰り返	クリカエシ
繰り返し	クリカエシ
繻子	シュス
缶	カン
罐	カマ
罠	ワナ
罪	ツミ
罪人	ザイニン
罪名	ザイメイ
罪悪	ザイアク
罪滅し	ツミホロボシ
罫	ケイ
置手紙	オキテガミ
置炬燵	オキゴタツ
罰	バチ
罰金	バッキン
署長	ショチョウ
羅紗	ラシャ
羊	ヒツジ
羊羹	ヨウカン
美	ヨシ
美事	ビジ
美人	ビジン
美学	ビガク
美感	ビカン
美挙	ビキョ
美的	ビテキ
美術	ビジュツ
美術館	ビジュツカン
美貌	ビボウ
美質	ビシツ
美醜	ビシュウ
美風	ビフウ
羞恥	シュウチ
群	グン
群小	グンショウ
群衆	グンシュウ
義	ヨシ
義侠	ギキョウ
義兄	ギケイ
義勇	ギユウ
義務	ギム
義士	ギシ
義太夫	ギダユウ
義捐	ギエン
義理	ギリ
義理立て	ギリダテ
義眼	ギガン
羽	ハネ
羽子板	ハゴイタ
羽根	ハネ
羽毛	ウモウ
羽目	ハメ
羽織	ハオリ
羽衣	ハゴロモ
翁	オウ
習い	ナライ
習性	シュウセイ
習慣	シュウカン
習癖	シュウヘキ
翕然	キュウゼン
老	ロウ
老人	ロウジン
老夫婦	ロウフウフ
老婆	ロウバ
老少不定	ロウショウフジョウ
老年	ロウネン
老木	ロウボク
老朽	ロウキュウ
老母	ロウボ
老爺	ロウヤ
老眼鏡	ロウガンキョウ
考	コウ
考え	カンガエ
考え事	カンガエゴト
考え物	カンガエモノ
考え違	カンガエチガイ
者	モノ
者共	モノドモ
耳	ミミ
耳元	ミミモト
耳殻	ジカク
耳障	ミミザワリ
耶蘇教	ヤソキョウ
聖人	セイジン
聖堂	セイドウ
聖徒	セイト
聖書	セイショ
聖母	セイボ
聞きおぼえ	キキオボエ
聞き手	キキテ
聟	ムコ
聯隊	レンタイ
聴手	キキテ
聴衆	チョウシュウ
聴講生	チョウコウセイ
職	ショク
職人	ショクニン
職務	ショクム
職員	ショクイン
職業	ショクギョウ
聾	ツンボ
肉	ニク
肉じゃが	ニクジャガ
肉体	ニクタイ
肉声	ニクセイ
肉筆	ニクヒツ
肉親	ニクシン
肋骨	ロッコツ
肌	ハダ
肌身	ハダミ
肖像	ショウゾウ
肝胆	カンタン
股	マタ
股引	モモヒキ
股肱	ココウ
肥料	ヒリョウ
肩	カタ
肩書	カタガキ
肩身	カタミ
肯綮	コウケイ
肱	ヒジ
肴	サカナ
肺	ハイ
肺浸潤	ハイシンジュン
肺炎	ハイエン
肺病	ハイビョウ
胃	イ
胃弱	イジャク
胃潰瘍	イカイヨウ
胃病	イビョウ
胃腸	イチョウ
胃袋	イブクロ
胆	キモ
胆力	タンリョク
背	セ
背中	セナカ
背広	セビロ
背後	ハイゴ
背戸	セド
背景	ハイケイ
背皮	セガワ
背骨	セボネ
胎毒	タイドク
胡	エビス
胡乱	ウロン
胡桃	クルミ
胡瓜	キュウリ
胡頽子	グミ
胡麻	ゴマ
胡麻塩	ゴマシオ
胴	ドウ
胴の間	ドウノマ
胴体	ドウタイ
胴着	ドウギ
胴間声	ドウマゴエ
胸	ムネ
胸あて	ムネアテ
胸中	キョウチュウ
胸倉	ムナグラ
胸底	キョウテイ
胸糞	ムナクソ
能	ノウ
能力	ノウリョク
能弁	ノウベン
能率	ノウリツ
脂	アブラ
脈	ミャク
脈搏	ミャクハク
脊髄	セキズイ
脚	アシ
脚本	キャクホン
脚注	キャクチュウ
脚絆	キャハン
脛	ハギ
脱兎	ダット
脳	ノウ
脳天	ノウテン
脳溢血	ノウイッケツ
脳漿	ノウショウ
脳裏	ノウリ
脳裡	ノウリ
脳髄	ノウズイ
腋	ワキ
腋の下	ワキノシタ
腎臓	ジンゾウ
腑	フ
腑抜け	フヌケ
腕	ウデ
腕まくり	ウデマクリ
腕前	ウデマエ
腕力	ワンリョク
腕時計	ウデドケイ
腕木	ウデギ
腕組	ウデグミ
腕組み	ウデグミ
腫物	ハレモノ
腰	コシ
腰つき	コシツキ
腰布	コシヌノ
腰掛	コシカケ
腰掛け	コシカケ
腰障子	コシショウジ
腸	チョウ
腹	ハラ
腹の中	ハラノウチ
腹中	フクチュウ
腹合せ	ハラアワセ
腹案	フクアン
腹膜炎	フクマクエン
腹蔵	フクゾウ
腹這	ハラバイ
腹這い	ハラバイ
腹鼓	ハラツヅミ
膃肭臍	オットセイ
膈膜	カクマク
膏	アブラ
膏薬	コウヤク
膚	ハダ
膝	ヒザ
膝元	ヒザモト
膝枕	ヒザマクラ
膝頭	ヒザガシラ
膠	ニカワ
膳	ゼン
膿	ウミ
臆病者	オクビョウモノ
臆面	オクメン
臍	ホゾ
臓物	ゾウモツ
臓腑	ゾウフ
臣	シン
臥	ガ
臥竜	ガリョウ
臨時	リンジ
臨月	リンゲツ
自他	ジタ
自伝	ジデン
自体	ジタイ
自信	ジシン
自分	ジブン
自力	ジリキ
自動	ジドウ
自動車	ジドウシャ
自叙伝	ジジョデン
自国	ジコク
自大	ジダイ
自宅	ジタク
自家	ジカ
自尊	ジソン
自尊心	ジソンシン
自己	ジコ
自席	ジセキ
自我	ジガ
自暴	ジボウ
自業自得	ジゴウジトク
自治体	ジチタイ
自然薯	ジネンジョ
自画	ジガ
自画像	ジガゾウ
自腹	ジバラ
自若	ジジャク
自説	ジセツ
自身	ジシン
自転車	ジテンシャ
臭	ニオイ
臭い	クサイ
臭気	シュウキ
至	イタリ
至り	イタリ
至境	シキョウ
至当	シトウ
至情	シジョウ
至誠	シセイ
至難	シナン
至高	シコウ
臼	ウス
舅	シュウト
興	キョウ
興味	キョウミ
興趣	キョウシュ
舌	シタ
舌頭	ゼットウ
舞	マイ
舞台	ブタイ
舟	フネ
舳	ヘ
舶来	ハクライ
船	フネ
船乗り	フナノリ
船端	フナバタ
船縁	フナベリ
船舶	センパク
船頭	センドウ
艀	ハシケ
艫	トモ
良人	リョウジン
良友	リョウユウ
良夜	リョウヤ
良家	リョウケ
良心	リョウシン
良民	リョウミン
良縁	リョウエン
良薬	リョウヤク
艱苦	カンク
色	イロ
色々	イロイロ
色えんぴつ	イロエンピツ
色つや	イロツヤ
色好み	イロゴノミ
色彩	シキサイ
色気	イロケ
色男	イロオトコ
色盲	シキモウ
色紙	イロガミ
色鉛筆	イロエンピツ
色魔	シキマ
艶	ツヤ
艶聞	エンブン
芋	イモ
芍薬	シャクヤク
芝	シバ
芝居気	シバイギ
芝生	シバフ
芥子	カラシ
芥子菜	カラシナ
芭蕉	バショウ
花	ハナ
花びら	ハナビラ
花吹雪	ハナフブキ
花嫁	ハナヨメ
花屋敷	ハナヤシキ
花弁	ハナビラ
花形	ハナガタ
花文字	ハナモジ
花曇り	ハナグモリ
花月	カゲツ
花水木	ハナミズキ
花活	ハナイケ
花活け	ハナイケ
花火	ハナビ
花瓶	カビン
花粉	カフン
花聟	ハナムコ
花言葉	ハナコトバ
花道	カドウ
花魁	オイラン
花鳥	カチョウ
芳香	ホウコウ
芸	ゲイ
芸人	ゲイニン
芸当	ゲイトウ
芸者	ゲイシャ
芸術	ゲイジュツ
芸術家	ゲイジュツカ
芹	セリ
芽	メ
芽生え	メバエ
苔	コケ
苔桃	コケモモ
苗	ナエ
苗字	ミョウジ
苞	ツト
若い衆	ワカイシュ
若人	ワコウド
若僧	ワカゾウ
若旦那	ワカダンナ
若白髪	ワカシラガ
若竹	ワカタケ
若菜	ワカナ
若葉	ワカバ
若造	ワカゾウ
苦	ク
苦しみ	クルシミ
苦労人	クロウニン
苦味	ニガミ
苦情	クジョウ
苦痛	クツウ
英名	エイメイ
英文	エイブン
英語	エイゴ
英雄	エイユウ
苹果	リンゴ
苺	イチゴ
茂み	シゲミ
茄子	ナスビ
茅屋	ボウオク
茎	クキ
茗荷	ミョウガ
茫々	ボウボウ
茫漠	ボウバク
茫然	ボウゼン
茱萸	グミ
茶	チャ
茶々	チャチャ
茶いろ	チャイロ
茶の間	チャノマ
茶人	チャジン
茶代	チャダイ
茶園	チャエン
茶屋	チャヤ
茶店	チャミセ
茶托	チャタク
茶漬	チャヅケ
茶番	チャバン
茶碗	チャワン
茶筌	チャセン
茶箪笥	チャダンス
茶色	チャイロ
茶褐色	チャカッショク
茸	タケ
草	クサ
草々	ソウソウ
草原	ソウゲン
草双紙	クサゾウシ
草履	ゾウリ
草履取り	ゾウリトリ
草書	ソウショ
草稿	ソウコウ
草臥儲	クタビレモウケ
草花	クサバナ
草餅	クサモチ
荒涼	コウリョウ
荒磯	アリソ
荒肝	アラギモ
荷	ニ
荷作り	ニヅクリ
荷厄介	ニヤッカイ
荷物	ニモツ
荷車	ニグルマ
菅笠	スゲガサ
菌	キン
菓子	カシ
菜	サイ
菜っ葉	ナッパ
菜の花	ナノハナ
菜園	サイエン
菜種油	ナタネアブラ
菩提所	ボダイショ
菫	スミレ
華	ハナ
華族	カゾク
菱形	ヒシガタ
萌	モエ
落し	オトシ
落ち	オチ
落ちつき	オチツキ
落人	オチウド
落度	オチド
落日	ラクジツ
落款	ラッカン
落語	ラクゴ
落雁	ラクガン
葉	ハ
葉巻	ハマキ
葉桜	ハザクラ
葉菜類	ヨウサイルイ
葉蘭	ハラン
著書	チョショ
葛藤	カットウ
葡萄	ブドウ
葬式	ソウシキ
葭簀	ヨシズ
葱	ネギ
葵	アオイ
蒔絵	マキエ
蒙昧	モウマイ
蒟蒻	コンニャク
蒟蒻版	コンニャクバン
蒲	カバ
蒲団	フトン
蒲鉾	カマボコ
蒸気	ジョウキ
蒼	アオイ
蒼天	ソウテン
蒼生	ソウセイ
蓆	ムシロ
蓋	フタ
蓙	ゴザ
蓬	ヨモギ
蓮	ハチス
蓮根	レンコン
蓼	タデ
蔓	ツル
蔭	カゲ
蔵	クラ
蕎麦	ソバ
蕎麦湯	ソバユ
蕗	フキ
蕨	ワラビ
蕩々	トウトウ
蕪	カブラ
薄	ススキ
薄もの	ウスモノ
薄化粧	ウスゲショウ
薄志弱行	ハクシジャッコウ
薄氷	ハクヒョウ
薄紫	ウスムラサキ
薄馬鹿	ウスバカ
薔薇	バラ
薙刀	ナギナタ
薩摩上布	サツマジョウフ
薩摩下駄	サツマゲタ
薩摩絣	サツマガスリ
薩摩芋	サツマイモ
薪	タキギ
薬	クスリ
薬代	クスリダイ
薬剤師	ヤクザイシ
薬味	ヤクミ
薬品	ヤクヒン
薬湯	ヤクトウ
薬礼	ヤクレイ
薬缶	ヤカン
薯	イモ
薺	ナズナ
藁	ワラ
藁しべ	ワラシベ
藁葺	ワラブキ
藍	アイ
藻	モ
蘭	ラン
虎	トラ
虎の巻	トラノマキ
虚	ウロ
虚仮	コケ
虚偽	キョギ
虚勢	キョセイ
虚栄	キョエイ
虚言	キョゲン
虞	オソレ
虫	ムシ
虫めがね	ムシメガネ
虱	シラミ
虹	ニジ
虻	アブ
蚊	カ
蚊帳	カヤ
蚕	カイコ
蚤	ノミ
蚯蚓	ミミズ
蛇	ヘビ
蛇の目	ジャノメ
蛇足	ダソク
蛍	ホタル
蛍烏賊	ホタルイカ
蛙	カエル
蛮声	バンセイ
蛮風	バンプウ
蜂	ハチ
蜂の巣	ハチノス
蜜	ミツ
蜜柑	ミカン
蜜豆	ミツマメ
蝉	セミ
蝋	ロウ
蝋燭	ロウソク
蝗	イナゴ
蝙蝠	コウモリ
蝙蝠傘	コウモリガサ
蝦	エビ
蝦夷	エゾ
蝦蟇口	ガマグチ
蝨	シラミ
蝸牛	カギュウ
螺旋	ラセン
蟇	ヒキガエル
蟋蟀	コオロギ
蟷螂	カマキリ
蟹	カニ
蟻	アリ
蟾蜍	ヒキガエル
蠅	ハエ
血	チ
血の道	チノミチ
血気	ケッキ
血液	ケツエキ
血潮	チシオ
血痰	ケッタン
血管	ケッカン
血肉	ケツニク
血脈	ケチミャク
衆	シュウ
行	クダリ
行かん	イカン
行きすぎ	イキスギ
行き倒れ	ユキダオレ
行き帰り	ユキカエリ
行き当り	イキアタリ
行き当りばったり	ユキアタリバッタリ
行き掛り	ユキガカリ
行住坐臥	ギョウジュウザガ
行儀	ギョウギ
行司	ギョウジ
行手	ユクテ
行掛	ユキガケ
行方	ユクエ
行末	ユクスエ
行李	コウリ
行灯袴	アンドンバカマ
行路	コウロ
行雲流水	コウウンリュウスイ
術	ジュツ
術中	ジュッチュウ
術数	ジュッスウ
術語	ジュツゴ
街	マチ
街道	カイドウ
衛生	エイセイ
衣	コロモ
衣服	イフク
衣紋	エモン
衣装	イショウ
衣類	イルイ
衣食	イショク
衣食住	イショクジュウ
表	ヒョウ
表し	ヒョウシ
表向	オモテムキ
表向き	オモテムキ
表情	ヒョウジョウ
表沙汰	オモテザタ
表皮	ヒョウヒ
表紙	ヒョウシ
表通り	オモテドオリ
表門	オモテモン
表面	ヒョウメン
表題	ヒョウダイ
袂	タモト
袋	フクロ
袋戸	フクロド
袖	ソデ
袖の下	ソデノシタ
袖口	ソデグチ
被子植物	ヒシショクブツ
被害	ヒガイ
袱紗	フクサ
袴	ハカマ
袷	アワセ
裁判	サイバン
裁判官	サイバンカン
裁判所	サイバンショ
裏	ウラ
裏がえし	ウラガエシ
裏側	ウラガワ
裏切	ウラギリ
裏切り	ウラギリ
裏切者	ウラギリモノ
裏口	ウラグチ
裏店	ウラダナ
裏手	ウラテ
裏町	ウラマチ
裏表	ウラオモテ
裏返し	ウラガエシ
裏面	リメン
裡	ウラ
裳	モ
裸	ハダカ
裸体	ラタイ
裸婦	ラフ
裸足	ハダシ
製造元	セイゾウモト
裾	スソ
裾模様	スソモヨウ
複数	フクスウ
褐色	カッショク
褒美	ホウビ
襖	フスマ
襟	エリ
襟飾り	エリカザリ
襟髪	エリガミ
襦袢	ジバン
西	ニシ
西側	ニシガワ
西向き	ニシムキ
西日	ニシビ
西洋	セイヨウ
西洋なし	セイヨウナシ
要件	ヨウケン
要塞	ヨウサイ
要点	ヨウテン
要素	ヨウソ
要領	ヨウリョウ
見え	ミエ
見ず知らず	ミズシラズ
見はり	ミハリ
見め	ミメ
見わけ	ミワケ
見世物	ミセモノ
見出し	ミダシ
見分け	ミワケ
見合	ミアイ
見地	ケンチ
見境	ミサカイ
見幕	ケンマク
見張り	ミハリ
見性成仏	ケンショウジョウブツ
見掛け	ミカケ
見栄	ミエ
見栄坊	ミエボウ
見極め	ミキワメ
見様見真似	ミヨウミマネ
見殺し	ミゴロシ
見物人	ケンブツニン
見番	ケンバン
見直し	ミナオシ
見知り	ミシリ
見覚え	ミオボエ
見解	ケンカイ
見識	ケンシキ
見込	ミコミ
見込み	ミコミ
見送り	ミオクリ
規則	キソク
規律	キリツ
規約	キヤク
視力	シリョク
視線	シセン
視覚	シカク
覗き	ノゾキ
覚え	オボエ
覧	ラン
親	オヤ
親しみ	シタシミ
親たち	オヤタチ
親切心	シンセツシン
親友	シンユウ
親子	オヤコ
親子連	オヤコヅレ
親密	シンミツ
親愛	シンアイ
親戚	シンセキ
親指	オヤユビ
親方	オヤカタ
親父	オヤジ
親爺	オヤジ
親譲り	オヤユズリ
親身	シンミ
親類	シンルイ
観	カン
観点	カンテン
観音	カンノン
角	カク
角地	カドチ
角屋敷	カドヤシキ
角度	カクド
角砂糖	カクザトウ
触れ	フレ
言	ゲン
言いぶん	イイブン
言いよう	イイヨウ
言い伝え	イイツタエ
言い方	イイカタ
言い草	イイグサ
言下	ゲンカ
言伝え	イイツタエ
言動	ゲンドウ
言句	ゴンク
言葉	コトバ
言葉づかい	コトバヅカイ
言葉遣い	コトバヅカイ
言行	ゲンコウ
言語	ゲンゴ
言語道断	ゴンゴドウダン
言辞	ゲンジ
計	ケイ
計略	ケイリャク
訓	クン
記事	キジ
記号	キゴウ
記者	キシャ
訛り	ナマリ
許	モト
許嫁	イイナズケ
訳	ワケ
訳合	ワケアイ
訴え	ウッタエ
証券	ショウケン
証拠	ショウコ
証書	ショウショ
詐り	イツワリ
詐偽	サギ
評判	ヒョウバン
詞	コトバ
試し	タメシ
試み	ココロミ
詩	シ
詩人	シジン
詩句	シク
詩吟	シギン
詩文	シブン
詩歌	シカ
詩集	シシュウ
詫び	ワビ
詮	セン
詰	ツメ
詰まり	ツマリ
詰め	ツメ
詰腹	ツメバラ
話して	ハナシテ
話しゃ	ワシャ
話し声	ハナシゴエ
話し相手	ハナシアイテ
話頭	ワトウ
話題	ワダイ
誂	アツラエ
誇り	ホコリ
誘い	サソイ
誘因	ユウイン
語	カタリ
語き	ゴキ
語く	ゴク
語り物	カタリモノ
語勢	ゴセイ
語学	ゴガク
語尾	ゴビ
語弊	ゴヘイ
語彙	ゴイ
語気	ゴキ
語源	ゴゲン
誠意	セイイ
誤り	アヤマリ
誤植	ゴショク
誤謬	ゴビュウ
説	セツ
説話	セツワ
読み	ヨミ
読み手	ヨミテ
読み方	ヨミカタ
読み物	ヨミモノ
読心術	ドクシンジュツ
読本	ドクホン
読者	ドクシャ
誰か	ダレカ
誰かれ	ダレカレ
誰彼	ダレカレ
課業	カギョウ
調べ	シラベ
調子	チョウシ
談	ダン
請書	ウケショ
論	ロン
論拠	ロンキョ
論文	ロンブン
論法	ロンポウ
論点	ロンテン
論理	ロンリ
論語	ロンゴ
諸侯	ショコウ
諸君	ショクン
諸家	ショカ
諸方	ショホウ
諺	コトワザ
諾々	ダクダク
諾否	ダクヒ
謀叛	ムホン
謎	ナゾ
講師	コウシ
講筵	コウエン
講談	コウダン
謡	ウタイ
謡曲	ヨウキョク
謬見	ビュウケン
譜	フ
警句	ケイク
警察	ケイサツ
警察官	ケイサツカン
議会	ギカイ
議員	ギイン
護謨	ゴム
護身	ゴシン
讃	サン
谷	タニ
谷あい	タニアイ
豁然	カツゼン
豆	マメ
豆腐	トウフ
豊水	ホウスイ
豊穣	ホウジョウ
豌豆	エンドウ
豎子	ジュシ
豚	ブタ
豚汁	トンジル
豚肉	ブタニク
象	ゾウ
象牙	ゾウゲ
豪	ゴウ
豪傑	ゴウケツ
豪奢	ゴウシャ
貝	カイ
貝がら	カイガラ
貝殻	カイガラ
貞婦	テイフ
負け	マケ
負けん気	マケンキ
負け惜しみ	マケオシミ
